,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,95.83333333333334,95.83333333333334,0.0
2,0.0,0.0,0.0,100.0,100.0,0.0
3,0.0,0.0,0.0,100.0,100.0,54.166666666666664
4,0.0,0.0,0.0,100.0,100.0,95.83333333333334
5,0.0,0.0,0.0,100.0,100.0,100.0
6,0.0,0.0,0.0,100.0,100.0,100.0
7,0.0,0.0,0.0,100.0,100.0,100.0
8,0.0,0.0,0.0,100.0,100.0,100.0
9,0.0,0.0,0.0,100.0,100.0,100.0
10,0.0,0.0,0.0,100.0,100.0,100.0
11,0.0,0.0,0.0,100.0,100.0,100.0
12,0.0,0.0,0.0,100.0,100.0,100.0
13,0.0,100.0,0.0,100.0,100.0,100.0
14,0.0,100.0,0.0,100.0,100.0,100.0
15,0.0,100.0,0.0,100.0,100.0,100.0
16,29.166666666666668,100.0,0.0,100.0,100.0,100.0
17,29.166666666666668,100.0,0.0,100.0,100.0,100.0
18,29.166666666666668,100.0,0.0,100.0,100.0,100.0
19,29.166666666666668,100.0,0.0,100.0,100.0,100.0
20,100.0,100.0,100.0,100.0,100.0,100.0
