,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,100.0,100.0,6.666666666666667
2,0.0,0.0,0.0,100.0,100.0,6.666666666666667
3,0.0,0.0,0.0,100.0,100.0,6.666666666666667
4,0.0,0.0,0.0,100.0,100.0,6.666666666666667
5,0.0,0.0,0.0,100.0,100.0,6.666666666666667
6,0.0,0.0,0.0,100.0,100.0,6.666666666666667
7,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
8,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
9,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
10,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
11,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
12,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
13,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
14,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
15,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
16,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
17,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
18,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
19,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
20,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
21,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
22,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
23,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
24,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
25,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
26,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
27,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
28,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
29,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
30,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
31,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
32,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
33,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
34,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
35,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
36,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
37,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
38,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
39,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
40,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
41,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
42,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
43,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
44,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
45,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
46,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
47,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
48,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
49,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
50,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
51,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
52,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
53,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
54,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
55,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
56,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
57,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
58,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
59,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
60,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
61,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
62,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
63,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
64,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
65,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
66,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
67,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
68,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
69,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
70,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
71,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
72,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
73,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
74,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
75,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
76,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
77,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
78,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
79,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
80,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
81,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
82,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
83,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
84,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
85,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
86,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
87,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
88,6.666666666666667,6.666666666666667,0.0,100.0,100.0,6.666666666666667
89,100.0,100.0,100.0,100.0,100.0,100.0
