,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,100.0,100.0,100.0,0.0
2,0.0,0.0,100.0,100.0,100.0,7.5
3,0.0,0.0,100.0,100.0,100.0,57.49999999999999
4,0.0,0.0,100.0,100.0,100.0,80.0
5,0.0,95.0,100.0,100.0,100.0,80.0
6,0.0,95.0,100.0,100.0,100.0,80.0
7,0.0,95.0,100.0,100.0,100.0,80.0
8,0.0,95.0,100.0,100.0,100.0,80.0
9,0.0,95.0,100.0,100.0,100.0,80.0
10,0.0,95.0,100.0,100.0,100.0,80.0
11,0.0,95.0,100.0,100.0,100.0,80.0
12,0.0,95.0,100.0,100.0,100.0,80.0
13,0.0,95.0,100.0,100.0,100.0,80.0
14,0.0,95.0,100.0,100.0,100.0,80.0
15,100.0,100.0,100.0,100.0,100.0,100.0
